名称,商品条码,规格,总销量,销售价,进货价
乐事 翡翠黄瓜味无限薯片90g/罐 清香浓郁大桶装土豆片聚餐聚会零食,6924743927940,90g*1罐,2,6.6,5.9
老灶煮咸味花生186g/袋 口感酥脆炒货下酒零食坚果小吃休闲零食,6938029400096,186g,2,5.1,4.7
朗鑫 793-A中性玻璃胶硅酮密封胶防水胶玻璃胶透明玻璃胶300ml/1支,3002181818839,,2,15.5,5.4
【 加大面板+2拖布】平板拖把 35cm免手洗干湿两用家用折叠墩布一拖净两布旋转拖把/把,6977531530013,,2,10.8,5.2
蓝月亮 洗衣液3.05kg/桶 深层洁净高效去污温和配方家庭装大瓶护理薰衣草香味,6902022148828,3.05kg,2,34.8,33.2
口水娃 香辣味兰花豆50g/袋 香脆可口胡豆出游携带宿舍解馋零食炒货,6935768924043,50克,2,2.1,1.6
口水娃 五香味多味花生50g/袋 外酥里嫩大颗粒黄金花生仁花生米食品,6935768924142,50克,2,2.1,1.6
孔明锁鲁班锁全套儿童益智力玩具拼装球小学生动脑拆装解锁扣,3007679115018,鲁班锁,2,1.2,0.7
可比克纯切薯片-田园番茄12g土豆片办公室解馋零食休闲食品小吃,6911988042651,12克,2,1,0.8
可比克纯切薯片-薯香原味12g香休闲零食小吃宿舍解馋,6911988042644,12克,2,1,0.8
卡式炉专用锅一次性锅户外露营锅火锅专用锅免清洗便携带锡纸锅具 1个/份带盖,3000315164517,4000ml,2,6.6,5.3
卡式炉专用锅一次性锅户外露营锅火锅专用锅免清洗便携带锡纸锅具 1个/份带盖,3008906860688,2200ml,2,5.4,3.2
俊雅牌多功能家用办公多孔位插线板插排大功率带开关灯插线板1.8/2.8/3/4.8米可选,6978717760880,白色款总控3位+3USB 3米线,2,15.9,11.2
俊雅牌多功能家用办公多孔位插线板插排大功率带开关灯插线板1.8/2.8/3/4.8米可选,6978717760491,白色款总控2位 2.8米线,2,10.1,6.4
九牧（JOMOO）双头高压管 304不锈钢编织软管热水器马桶4分家用连接高压防爆冷热进水管,3008656365037,70cm,2,13.5,8.2
九牧（JOMOO）双头高压管 304不锈钢编织软管热水器马桶4分家用连接高压防爆冷热进水管,3002646822425,50cm,2,11.9,7.2
精品时尚MY刺绣款Ad棒球帽,3000724978415,,2,21.5,15.4
金丝猴 以原果汁计果汁添加量≥60%添加维生素C果汁捏捏白桃味夹心软糖 36克/袋,6921681127098,36克*1袋,2,1.8,1.3
金晟网红折叠锯手锯锯树砍树伐木锯木神器园林小钢锯1把,3009295432159,,2,9,3.9
洁玉 干湿两用洗脸巾 60片/袋,6949668149178,,2,9,3.5
洁玉斐想毛巾JQ4009F 34cm*74cm 颜色随机,3008814426044,蓝色,2,10.2,8.3
洁玉斐想毛巾JQ4009F 34cm*74cm 颜色随机,6949668162696,橙色,2,10.2,8.3
杰利来L9922雅洁塑料盆φ40*15cm,3003224173113,蓝色,2,6,4.1
杰利来L9922雅洁塑料盆φ40*15cm,6931835615012,卡其色,2,6,3.1
快速接线端子接线柱筒灯快接头对接电线按压式卡扣夹连接器神器/个,3009330606538,CH-2锰钢,2,0.3,0.1
大红花球汽车新车交车大红花红绸布结婚红绣球剪彩花球一个开业庆典,3009902447316,,2,7.8,4.3
嘉宇世纪319-4斜边桶φ35*32cm,3006257596133,蓝绿色,2,10.8,7.4
嘉宇世纪237简雅盆φ35.9*13.8cm,6957648102372,杏色,2,2.9,1
嘉宇世纪237简雅盆φ35.9*13.8cm,3009292121414,浅灰色,2,5.4,3.4
嘉宇世纪237简雅盆φ35.9*13.8cm,3008235737118,蓝绿色,2,5.4,3.4
嘉宇世纪 409 透明条纹盆混色,6957648145317,,2,6,3.5
嘉士利 果乐果香草莓味夹心饼干 85g/袋 开袋即食酸甜比例恰到好处休闲常备,6901180993486,85g*1袋,2,3,2.6
佳洁士 天然多效草本水晶牙膏 90g清爽薄荷呵护口腔清新口气健康清新牙膏/支,6903148015834,,2,4.1,3.2
加加 红烧酱油 500ml/瓶,6920761215687,500ml*1瓶,2,6.9,5.7
佳选  手机防水袋 透明PVC可触屏 送挂绳,3007305820385,黑色,2,2.3,1.5
加大加厚方形塑料猫砂盆防外溅全半封闭式猫屎盆宠物厕所50*38*20蓝色+白色,3009501994549,蓝色+白色,2,18,17.4
褶皱小肠发圈 韩国高弹力头绳时尚百搭个性非大肠发圈扎头发马尾发绳少女橡皮筋/个(颜色可选）,3007962519042,米白色,2,0.6,0.2
吉香居麻辣海带丝88g,6926896702702,88g*1袋,2,#N/A,2.38
活页笔记本B5可拆卸工作硬壳记事本2025新款  150g,3007612997114,浅粉色*1本,2,19.8,12.9
黄花园800ml 630黄豆酱油（塑胶瓶）,6904103311329,800ml*1瓶,2,5.7,5.3
花椒世家 麻辣味手工花椒锅巴 108g/袋,6971426300637,108克,2,4.7,3.9
【园艺花铲套装】多规格可选 小铁铲小铁锹种花小铲子耙子农业工具除草神器赶海铁铲 1个,3001324994010,两用锄头,2,7.2,3.4
胡桃木纹吸盘旋钮挂钩强力承重粘胶挂钩卫生间厨房免打孔置物挂钩/个,3003963298245,胡桃木挂钩小号,2,2.7,1.4
【50cm加大】大号硅胶刮水器 刮水扫帚卫生间浴室地板玻璃地刮清理头发魔术扫把/个,6973802520134,1个*1份,2,7.5,3.6
【防撬防盗】仿不锈钢挂锁锁具 家用大门小锁头宿舍柜门锁拉门锁子单开四方叶片挂锁/把,6937546400404,,2,4.1,3.8
恒达红檀木筷子实木家用筷子餐具10双装,6931781326574,,2,9,4.3
口味王 和成天下海纳百川非食品宾郎80g/袋 嚼感扎实劲头在线大包畅享装槟榔,6977653009992,80g,2,100,88
好丽友 （包装随机）蘑古力红豆巧克力味装饰饼干 48克/盒,6920907808070,48g*1盒,2,3.6,3.1
好丽友 鲜香海苔味好多鱼33g/盒（新老包装随机） 焙烤型马铃薯食品,6920907808032,33g*1盒,2,3.3,2.9
海天 味极鲜特级酱油 380ml/瓶双原料酿造小瓶便携提鲜佐餐蘸料（新老包装随机）,6902265150008,380ml*1瓶,2,7.4,6.2
海天 番茄沙司250g/瓶 茄汁菜式烹饪酱汁酸甜开胃无负担佐餐酱,6902265540250,250g*1瓶,2,4.2,4
海氏海诺免洗手消毒凝胶儿童便携式消毒液小学生随身携带50ml,6972810100260,50ml*1瓶,2,3.6,2.9
海飞丝 丝质柔滑型洗发露 5ml去屑去油旅行便携带小包袋洗发水/袋,6903148160459,5毫升/包,2,0.6,0.2
磁性国际象棋 28*28cm折叠棋盘 学生课间休息活动便携西洋棋棋类玩具国际象棋/副,6957811302165,,2,15,5.9
国际电工86型开关插座面板墙壁两开单明装家用,3000106129015,明装两开单,2,5.1,3.4
（多规格）油漆滚筒刷 不掉毛刷涂工具4寸6寸9寸中毛无死角施工滚刷/个（颜色包装随机）,3008228406113,迷你版,2,1.8,1.1
格云格苹果3C认证手机充电器套装TypeC-lighting20W30W1米1.52米,3006913924119,30W2米PD套装,2,16.8,9.3
格云格苹果3C认证手机充电器套装TypeC-lighting20W30W1米1.52米,6978069770636,30W1米,2,16.8,8.3
格云格3C认证手机充电器套装（TypeC-TypeC）20W30W1米2米1.5米,3005433979074,30W2米CC套装,2,16.8,9.7
格力高 百醇巧克力味注心饼干48g/盒 细长造型易手持精致下午茶的甜蜜之选,6901845040685,48g*1盒,2,6.2,5.2
时尚方形抓夹女气质后脑勺公主头鲨鱼夹发卡夹子头饰时尚发夹1个(多色可选),3005306089114,茶色,2,5.1,3.6
合页 高级不锈钢铰链门窗合页加厚合页机柜铰链钣金铁合页1寸/2寸/3寸/4寸,3008782341820,4寸,2,1.8,1.3
合页 高级不锈钢铰链门窗合页加厚合页机柜铰链钣金铁合页1寸/2寸/3寸/4寸,3002856274588,3寸,2,1.2,0.5
甘源 蒜香味青豌豆75g/袋 颗粒饱满聚会分享休闲零食夜宵坚果炒货,6940188804066,75g*1袋,2,3.6,2.6
水龙头防溅水喷头花洒喷头嘴神器通用过滤器厨房龙头防溅头/个（三档短款）,3004898793430,,2,6.3,4.6
【加宽加厚防尘】装修防尘罩 宿舍遮盖膜塑料薄膜遮盖防灰尘宿舍家具油漆喷涂防尘膜保护膜/卷,3000023049656,高55cm*长10m,2,1.5,1.3
【加宽加厚防尘】装修防尘罩 宿舍遮盖膜塑料薄膜遮盖防灰尘宿舍家具油漆喷涂防尘膜保护膜/卷,3009611613217,高270cm*长10m,2,5.4,3.8
芳草地 保鲜袋 100个/卷,6948673259322,100个*1卷,2,4.2,3.3
【5条装】一次性内裤女士日抛裤 5条/包 新年旅行出差短裤产妇月子可用（包装随机）,3005499560018,M码,2,9.3,8.5
法式夸张大圈圈耳环E6052银,3005163366618,,2,3.6,1.8
法丽兹 黄油抹茶味夹心蛋卷60g,6947929612553,1盒,2,3.5,2.9
AMORTALS尔木萄 一次性压缩柔巾 24*30cm出差旅行方便易携带压缩洗脸毛巾/个,3004689398363,24*30cm1颗方形加厚,2,0.6,0.2
儿童迷宫游戏书专注力训练益智玩具高难度幼儿园专用,6972507966896,迷宫游戏【初级篇】（64页）,2,5.3,3.8
儿童跳皮筋小学生专用幼儿园玩具高弹力耐用橡皮筋跳绳5m颜色随机,3009249932810,,2,7.7,3.5
家政保洁毛巾 擦车毛巾清洁洗车毛巾吸水不掉毛加厚抹布擦地擦玻璃厨房擦桌布/条(颜色可选),3009314134859,75*35（紫色）*1条,2,3.6,2.9
杜蕾斯 Love大胆爱吧舒适润滑避孕套10只 男用安全套套避孕套夫妻房事计生成人用品/盒,6923146105016,10只*1盒,2,21.6,18.5
新手鱼竿 37调钓鱼竿手竿套装 新手轻便全套渔具用品短节溪流竿鱼竿 2.7m/套,3008208331176,3.6米+鱼竿包,2,16.8,10.7
得力VM159-1学生自粘书皮套装环保切角包书膜防水书本课本保护带姓名贴1-2年级套装/套,6932673716251,,2,10.1,7
得力30175高透明封箱胶快递打包胶带45mm宽100y50um/卷,6935205326362,1卷*1份,2,5.7,5.1
得力 便携套装0255迷你型订书机/套（颜色随机),6921734930934,100g*1套,2,5.4,4
丹柔1620牙签筒创意牙签桶家用塑料餐厅酒店客厅茶几牙签瓶子牙签罐牙签盒1盒350支,6923944016200,橘色,2,3,2.1
达利园 香蕉味瑞士卷 160g/袋 标准化烘焙工艺夹心酸甜浓郁下午茶加餐,6911988013569,香蕉味160g*1袋,2,5.9,4.7
达利园 香奶味法式软面包 360g/袋 外皮微酥内里软甜度适中不腻下午茶配咖啡,6911988014825,360g,2,11.5,9.2
好吃点 手指饼饼干 115g/袋 奶香自然醇厚泡牛奶三秒吸收办公室分享佳品,6911988005229,115克*1袋,2,2.7,2.2
脆升升蜂蜜黄油味薯条50g/罐杯装不油腻香脆办公闲暇土豆条追剧小零食,6937439920057,50g*1杯,2,4.5,4.1
纯欲挂脖蕾丝拼接吊带背心性感镂空美背修身上衣连体衣 佐卡莲/ZOCOA(均码)WY079,6977067552824,0,2,8.3,5
创优 无磁欧式味斗20cm不锈钢盆调料盆洗菜淘米和面盆多用味斗汤碗1个,6933887090038,1个*1份,2,4.8,3.3
【质感生日蜡烛】创意立体数字蜡烛 0-9金色派对生日纪念日蛋糕装饰无烟蜡烛数字可选/个,3008822993132,数字4,2,1.2,0.4
川洋塑业209 软毛清洁扫帚家用长柄单个扫把卧室扫地扫灰尘塑料懒人笤帚轻便,3004757102014,杏色,2,10.2,5
川娃子 烧椒酱 230g/罐炭烤青椒香辣入味四川农家风味佐餐拌菜下饭辣椒酱（新老包装随机）,6972343070306,川娃子 烧椒酱 230g/瓶,2,10.1,6.7
超能 柠檬草清香祛味透明皂家用透明皂学生洗衣肥皂 226g*2块/袋,6910019010355,226g*2块,2,12,8.7
超级联盟 猫 主食罐头170g,6971877251342,兔肉主食罐头 170g,2,5.6,4.6
超级联盟 猫 主食罐头170g,6971877251311,鸡肉主食罐头 170g,2,5.6,4.6
油灰刀 抹泥铲刀清洁刮刀 加厚木柄清洁刀油漆铲刀抹水泥腻子刀清洁铲刀/把,3005846683711,4寸,2,2.1,1.4
油灰刀 抹泥铲刀清洁刮刀 加厚木柄清洁刀油漆铲刀抹水泥腻子刀清洁铲刀/把,3008325175813,2寸,2,1.8,1.2
不锈钢厨房水龙头冷热款家用洗菜洗碗池水槽水龙头(不含水管),3004180107518,,2,45.5,17.8
不锈钢S型挂钩 s勾加粗多功能晒香肠腊肉厨具厨房学生宿舍实心钩子无痕挂钩 1个,3005770438920,大号单个,2,0.6,0.3
门窗柜门抽屉拉手 橱柜衣柜门玻璃门免打孔推拉移门粘贴门把手/个(颜色可选）,3001355495210,白色/1套2个装,2,3.6,2.1
比航红烧牛肉自热米饭315g,6978412970195,315g,2,7.8,6.2
贝卓94004卷尺3米*1个/份,6926292541738,5米*1个,2,5.3,5.1
贝壳蝴蝶珍珠耳环A955金,3000557806015,,2,3.6,1.4
保宁 白醋480ml/瓶 家庭必备调味品,6914789001131,480ml*1瓶,2,4.1,3.1
白象金柔百洁布2片/袋,6970175530265,2片*1袋,2,#N/A,2.88
巴迪高 一次性床上三件套四件套 床单被套枕套旅行用品免洗出差便携/包(规格可选),6973230800433,双人床单200*230cm,2,4.8,3.3
奥妙 除菌除螨天然酵素洗衣液 2.3kg/瓶（新老包装随机发）,6902088977509,2.35kg,2,23.3,22.9
奥利奥 草莓味小饼干55g/杯 松脆香甜办公室休闲追剧网红解馋零食,6901668054715,55g*1杯,2,5.3,4.4
奥利奥经典原味夹心饼干97g/盒进口可可粉制作黑巧酥脆+奶香夹心童年经典味道,6901668935724,97g*1盒,2,4.5,4.3
安德鲁保罗纯棉透气商务休闲男袜子,6930525752846,灰色,2,7.8,4.9
爱普特 LED灯泡 E27大螺口节能灯无频闪球泡灯护眼家用照明灯泡/个,6950845160176,7W-6500k白光,2,4.2,3
艾草蒸汽眼罩热敷1片,3000150381315,艾草眼罩1贴/袋,2,0.9,0.4
阿拉伯纯果木水烟碳 阿拉伯水烟果木炭进口椰壳慢燃方块碳10颗/条,3006867336150,,2,1.8,0.9
Tissue BOX浴室专用免打孔纸巾盒厕所纸巾架21.8*14*13.5cm颜色随机1个,3003590468615,,2,12.6,9.1
气球马卡龙气球100个装求婚生日场景布置开业乔迁结婚国庆装饰,3002439010138,玛卡混色,2,11.2,7.6
【5条装】Reneesme 一次性内裤女 5条日抛免洗无菌出差旅行内裤/包（新老包装随机）,3005865718234,XL码,2,10.7,8.9
【5条装】Reneesme 一次性内裤女 5条日抛免洗无菌出差旅行内裤/包（新老包装随机）,6978809390100,L码,2,10.7,8.9
LED G9灯珠/灯泡/插脚g9灯珠/5w7w9w白光/个,3001096398061,G9+无频闪【9W 64珠】三色变光,2,9.5,3.8
HUABAO双头梅花扳手,3002526859312,13-15,2,4.2,3.2
HUABAO开口扳手,3001593220568,13-15,2,2.7,2.3
BlODERUO专业护理牙线棒676经典牙线棒成人剔牙线清洁齿缝,6972562306767,,2,7.5,4.6
【香味可选】无火香薰空气清新剂 50ml/瓶 酒店家居精油熏香藤条香水去异味空气清新剂摆件,3002190347351,栀子花味50ml,2,4.1,2
【全数字可选】32寸大号银色数字气球 铝膜气球 生日派对场景布置银色创意气球/个,3007066493316,数字1,2,2,0.7
【数字可选】网红同款32寸白色数字气球 周岁生日派对布置写真户外场景拍照道具铝膜气球/个,3008308171115,数字9,2,2.1,0.9
【12盒装】伊利 舒化低脂型无乳糖牛奶220ml*12盒/箱 高性价比实惠整箱囤货装,6907992514635,220ml*12,3,46,39
伊利 舒化低脂型无乳糖牛奶220ml/盒 0乳糖低GI早餐奶营养好吸收,6907992514949,220ml,3,4,3.285
循香 椰子水330ml/瓶,6930335600351,330ml,3,7.5,6.2
依能 青柠味苏打水饮料500ml/瓶 水果味清爽无糖弱碱清爽无负担饮品,6971329920185,500ml,3,2.1,1.3
农夫山泉 尖叫 茶氨酸（黄金桃）味运动饮料 550ml/瓶,6921168560240,550ml,3,5,3.8
农夫山泉 力量帝 维他命水石榴蓝莓风味饮料500ml/瓶 酸甜交织清新蓝莓富含维c饮品,6921168550104,500ml,3,4.5,3.8
可口可乐 咖世家Costa 醇正拿铁咖啡饮料300ml/瓶 通勤早餐即饮浓咖啡饮品,6954767401836,300ml,3,7.4,6.2
好命天生honeycare 矿石猫砂 2.5kg活性炭颗粒低尘除臭结团密实不粘底猫砂/袋,6947746411728,0,3,15,8.7
宜简 白桃味苏打饮品360ml/瓶 桃子味饮料0糖0卡0脂饮品弱碱性无汽,6950549800354,360ml,3,2.5,2.1
宜简 白桃味苏打水360ml*6瓶 囤货装0糖0卡0脂饮品弱碱性无汽桃子味饮料,6950549800392,360ml*6,3,10.8,9.7
宜简苏打水白桃味360ml*24,6950549800408,360ml*24,3,49.4,38.8
郎酒 小郎酒45度浓酱兼香型白酒100ml/瓶 歪嘴郎纯粮酿造轻便易携口粮酒,6972119550360,100ml*1瓶,3,16,13.3
康师傅 辣番茄鸡蛋牛肉面油炸方便面 113g/袋,6937962140526,113g*1袋,3,3.2,2.5
康师傅无糖鲜绿茶瓶整箱大瓶装饮品0脂肪低负担原味茶饮料900ml（保质期两月内特惠）,6973870137913,900毫升,3,5.4,4.6
得力A115全针管按动中性笔0.38mm红色,6941798493442,12支*1盒,3,15,12.2
得力A115全针管按动中性笔0.38mm红色,6941798493435,1支*1份,3,1.5,1.1
得力 S01按动中性笔0.5mm子弹头期末考试必备考公办公文具黑笔红笔蓝笔【颜色可选】,6973726149688,蓝12支,3,24,14.7
得力 S01按动中性笔0.5mm子弹头期末考试必备考公办公文具黑笔红笔蓝笔【颜色可选】,6973726149664,蓝1支,3,2.4,1.2
得力 s507可加墨白板笔 记号笔/支（颜色可选）,6921734931269,黑10支,3,13.2,8
得力 s507可加墨白板笔 记号笔/支（颜色可选）,6921734928924,黑1支,3,1.2,0.8
果子熟了 茉莉风味多多柠檬茶500ml/瓶 零脂肪高膳食纤维酸甜果味茶饮品,6973497203916,500ml,3,5,4.5
果子熟了青提栀子香果汁茶饮品500ml,6973497206436,500ml,3,5,2.4
真露 13度草莓味烧酒360ml/瓶 韩剧追剧伴侣甜酒入门利口烧酒,8801048178018,360ml,3,9.5,9.2
统一 双萃 柠檬茶鸭屎香风味饮料500ml/瓶 双重茶底清爽不腻聚会搭子饮品,6925303701369,500ml*1瓶,3,2.4,2.2
锐澳RIO微醺3度草莓乳酸菌伏特加风味330ml*6,3000904786052,330ml*6,3,39.6,33
锐澳RIO微醺3度草莓乳酸菌伏特加风味330ml*3,3000109970614,330ml*3,3,18.9,16.5
锐澳RIO 3度微醺草莓乳酸菌味伏特加味鸡尾酒330ml/听 低度微醺酸宅家追剧气泡酒,6935145343160,330ml,3,6.5,5.5
锐澳RIO清爽5度红颜草莓伏特加风味气泡鸡尾酒330ml*6,3002923971679,330ml*6,3,30.6,27
RIO 锐澳清爽5度草莓伏特加风味鸡尾酒330ml*3罐 新老包装随机发,3005602815417,330ml*3,3,13.8,13.5
锐澳RIO 5度清爽草莓伏特加味鸡尾酒330ml/听 低度清爽解腻气泡果酒小听装,6935145341036,330ml,3,5.4,4.5
雪花啤酒 11.5°P精酿全麦啤酒1L/瓶 全麦芽大容量聚餐,6949352246152,1L,3,11.3,9.2
青岛啤酒 清爽8°P啤酒 500ml*12罐/箱,6901035612494,500ml*12,3,42.9,35.8
青岛啤酒 8°P 2000TSINGTAO清爽啤酒500ml/听,6901035612487,500ml,3,3.9,3
M3.5螺丝钉干壁钉 黑色十字沉头木工螺丝石膏板螺丝钉自攻钉/颗,3001354378286,40*1颗,3,0.3,0.2
自由点(FREEMORE)纯棉夜用8片卫生巾 280mm*8片表层有机/包,6926052516310,280mm,3,7.8,5
自由点 无感无忧超薄舒睡360mm 棉柔卫生巾 4片/包,6926052512534,360mm,3,7.7,3.4
桥头 老火锅底料 360g/袋重庆特产独立4小块装牛油醇厚麻辣鲜香家用调料,6972057010070,90g*4包,3,17.4,14.9
【重庆特产】秋霞 重庆火锅底料牛油 200g/袋串串香冒菜麻辣烫水煮肉片底料,6921931062025,200克,3,10.1,5.6
岚波 单晶冰糖 300g/袋蔗糖熬制清甜易溶煲汤家用食用调味食糖,6932369600413,300g*1袋,3,3.9,3.5
1-5寸油漆刷 猪毛刷,3002705872095,1寸（25mm),3,1.2,0.4
【四川特产】 四川名小吃 张飞灯影牛肉丝 81g/袋 办公休闲小吃零食,6921982941805,81g*1袋,3,11.7,9.8
【四川特产】 四川名小吃 张飞灯影牛肉丝 81g/袋 办公休闲小吃零食,6921982941812,81g*1袋,3,11.7,9.8
展艺 糯米纸 90g/袋约500张食用糖膜牛轧糖雪花酥糖果食用淀粉膜阿胶糕包装纸,6977212321589,90g*1袋,3,6.9,5.5
云南白药 留兰香型牙膏 65g呵护口腔健康口气清新牙膏便携式温和护齿护龈旅行装/支,6901070600883,65g*1盒,3,11.1,9.2
云南白药 留兰香型牙膏215g 呵护口腔健康牙膏护龈清新口气薄荷减轻牙龈问题/支,6901070604690,215g*1盒,3,23.7,20.8
遇果 果汁添加量≥20％剥皮果汁软糖青提味55g,6936131436095,1包,3,3,2.5
有友 泡椒花生100g/袋 非油炸酸辣山椒小米辣去壳泡花生聚会下酒菜,6922145800533,100克,3,3.5,2.9
木纤维油利除洗碗巾 家具厨房玻璃清洁厚抹布柔软百洁布颜色随机1个,3003008503518,黄色,3,2.7,1.9
奕嘉发 加深加厚反边调料缸26cm不锈钢盆调料盆洗菜淘米和面盆多用盆1个,6922419600067,1个*1件,3,4.8,3.6
【伊蒂之屋】爱丽旋转双头眉笔(02灰咖色)0.3g/支小屋防水防汗持久不脱色自然,8806199416194,02#灰咖色,3,10.3,3.6
【非一次性】防雨鞋套 PVC加厚户外旅游雨靴套防水防滑鞋套男女学生耐磨雨鞋 /双,3003021185678,XXL码（43-44）,3,6.5,5
【非一次性】防雨鞋套 PVC加厚户外旅游雨靴套防水防滑鞋套男女学生耐磨雨鞋 /双,6958354466505,M码（36-37）,3,6.5,5
【一见缘】 阿胶枣 红枣零食300g/袋,6937391900043,300g*1袋,3,5.1,4.6
一次性内裤男平角内裤出差旅游平角短裤纯棉独立装拆开即穿1条装,3005437001016,灰色4XL码,3,3.6,2
一次性旅行便携压缩浴巾70*140cm/条,3001730346717,如图压缩浴巾70*140cm,3,1.7,0.6
【10人份】一次性可降解餐具套装7件套 食品级加厚聚餐酒席环保稻壳餐具（包装随机）,6975287421685,,3,13.2,8.7
幺麻子花椒油 250ml 四川特产正宗花椒油麻油 家用调味麻椒油 瓶装,6933170500244,250ml*1瓶,3,12.9,10.8
幺麻子 花椒油 250ml/瓶,6933170505287,1瓶,3,13.5,10.4
炫迈 卡曼橘柠檬草味无糖口香糖28片50.4g/盒 办公休闲清凉糖果,6924513909312,50.4g*1盒,3,9.2,7.7
炫迈 白桃槐花味无糖口香糖28片50.4g/盒 清新留香约会社交便携,6924513909336,50.4g*1盒,3,7.7,7.4
新新精艺新年装饰春福贴粘胶款,3007375317099,星华堂福字一张,3,3,1.6
新新精艺新年装饰春福贴带背胶,3003254510612,顺心福字马上暴富一张,3,4.4,1.9
新新精艺新年装饰春福贴带背胶,3008365990612,君悦植绒福一张,3,6,4.6
新良 玉米淀粉 200g/袋 食用生粉辅食淀粉蛋糕面包雪媚娘材料勾芡粉,6970603300002,200g*1袋,3,3.3,2.7
笑喔喔西瓜子袋装90g喝茶坚果炒货小吃零食,6948576404928,90g*1袋,3,4.5,4.3
红星 56度二锅头白酒100ml/瓶 绵柔回甘纯酿清香型纯粮小酒,6906785230165,100ml*1瓶,3,7.2,5.9
乡乡嘴茶油豆腐80g豆干四方干长沙臭干子80g湖南特产休闲零食香麻辣,6921326701539,80克,3,4,3.3
喜之郎 优乐美奶茶草莓味办公室下午茶冲饮品零食草莓味80g/杯,6926475203187,草莓味80g,3,2.9,2.4
全自动洗衣机进水管 1.5米3米PVC洗衣机上水管带钢头家用注水延长管/根（新老包装随机）,3002502986315,,3,11.9,8.2
物物洁 【去油王】 衣物生物酶强力去油剂衣服去污净顽固油渍清洁剂干洗剂260ml/瓶,6974934432661,245ml*1瓶,3,3.5,2
乌江 原味菜片榨菜 70g/袋 经典爽脆佐餐拌粥,6901754071152,70g*1袋,3,2.4,2
乌江 麻辣红油榨菜丝 80g/袋红油麻辣佐餐独立小包装开味下饭咸菜（新老包装随机）,6901754050201,80g*1袋,3,2.4,2.1
卫浴系列沣恩洗衣机龙头6001款洗衣机快开水龙头防爆防断裂水龙头,6974739300738,,3,6.9,5.3
卫龙 香辣味大面筋辣条106g/袋 0反式脂肪酸非油炸素肉解馋零食（保质期两月内特惠）,6935284412918,106克,3,3.9,3
旺旺 葱香鸡肉味小小酥60g/袋 酥脆鸡米花小米饼聚餐出游充饥,6909995103687,1袋,3,3.8,3.1
网易严选宠爱相伴全价粮猫粮1.8kg/犬粮2kg,6972137889954,猫粮 1.8kg*1袋,3,27,24.5
【冬季棉拖鞋】新款情侣棉拖鞋女居家用室内厚底踩屎感毛毛拖鞋保暖防滑棉拖/双(新老款随机),3007039794716,卡其36-37码,3,10.1,5
【冬季棉拖鞋】新款情侣棉拖鞋女居家用室内厚底踩屎感毛毛拖鞋保暖防滑棉拖/双(新老款随机),3000442701999,粉色36-37码,3,10.1,5
【冬季棉拖鞋】新款情侣棉拖鞋女居家用室内厚底踩屎感毛毛拖鞋保暖防滑棉拖/双(新老款随机),3006994531510,橙红40-41码,3,10.1,5
【冬季棉拖鞋】新款情侣棉拖鞋女居家用室内厚底踩屎感毛毛拖鞋保暖防滑棉拖/双,3000399806518,蓝色44-45码,3,10.1,5.6
【冬季棉拖鞋】新款情侣棉拖鞋女居家用室内厚底踩屎感毛毛拖鞋保暖防滑棉拖/双,3007610904640,蓝色42-43码,3,10.1,5
【冬季棉拖鞋】新款情侣棉拖鞋女居家用室内厚底踩屎感毛毛拖鞋保暖防滑棉拖/双,3006778472558,灰色44-45码,3,10.1,5
偷嘴猴大刀耳丝香辣味128g 1袋/份,6975137240404,128克,3,7.8,7.48
汰渍 全效增白皂 218g/块 无磷配方温和不刺激洗衣皂肥皂,6903148070949,238g*1块,3,5.8,4.8
国泰莎麦鸡精100g,6920647208031,100g*1袋,3,4.9,4.1
洗脸面盆水龙头万向机械臂洗头漱延伸厨房旋转卫生间防溅水嘴1个,3001807338881,,3,21.1,17.6
【双层防尴尬泳裤】 时尚宽松速干游泳裤男士沙滩裤温泉健身游泳馆专业游泳装备黑色平角泳裤/件,3007367823324,3XL,3,17.4,10.1
游戏电竞鼠标垫 320x285x4mmFPS丝滑办公办公加厚锁边细面鼠标垫大号电脑桌垫/张,3005363801216,灰色,3,9.6,4.3
舒客 亮齿白牙膏 清新柠檬香型 90g,6928471324651,,3,6,4.2
舒肤佳 金银花菊花自然爽洁香型香皂 100g/盒,6903148145593,100g*1盒,3,4.3,3.6
磁吸实习车贴 司机新手上路创意标志汽车贴实习贴标志牌粘贴小车/个(规格可选),3004348278319,磁吸款1个,3,1.2,0.6
上好佳 鲜虾条 32g/袋 怀旧追剧解馋零食儿童休闲膨化食品聚会小吃（新老包装）,6926265307002,32g*1袋,3,2.7,2.6
上好佳 番茄口味田园薯片70g/袋 酸咸味大包宿舍囤货聚餐常备,6926265338280,70克,3,4.5,4.2
山地自行车锁电动电瓶车单车便捷免钥匙密码防盗锁钢丝链条车锁/个,3002289379348,,3,10.8,5.8
打磨抛光砂纸 28*23cm干湿两用耐水砂纸磨砂布细砂布铁砂皮文玩打磨抛光水砂纸/张,3009104104215,800目1张,3,0.9,0.5
沙宣水润去屑型洗发露 水润发丝有效去屑针对干枯头屑洗发水400g,6903148080078,400g*1瓶,3,37.7,30.7
森吧 网红辣条65g/袋 香辣过瘾根根入味湖南平江辣条解馋休闲零食,6972940082634,65g*1袋,3,#N/A,2.02
