内部商品名称,内部规格,内部条码,内部销售价,总销量,进货价,外部商品名称,外部规格,外部活动价,外部原价,匹配结果,商品分类,线上原价,线上活动价,定价类型,线下价格
皇卡鞋子鞋内鞋袜除菌防臭除臭喷雾剂篮球鞋清新剂去脚臭粉去异味1件 除臭剂,260毫升（清新型）,6971238692418,4.8,1,1.9,,,,,无匹配,C,6.9,4.9,普通商品(中毛利),4.2
【长绒棉毛巾】长绒棉柔软吸水毛巾 34×70cm纯色洗脸洗澡面巾/条,浅绿色,3000631848559,12.0,1,6.0,毛巾,,,11.25,模糊匹配,C,11.2,11.2,普通商品(中毛利),6.9
【长绒棉毛巾】长绒棉柔软吸水毛巾 34×70cm纯色洗脸洗澡面巾/条,粉红色,6977752946174,12.0,1,5.75,毛巾,,,11.25,模糊匹配,C,11.2,11.2,普通商品(中毛利),6.9
六神 绿茶清爽洗手液 500ml/瓶,500ml*1瓶,6901294202870,12.9,1,10.4,恒顺料酒500ml/瓶,,7.78,8.5,模糊匹配,C,8.5,7.9,普通商品(低毛利),13.2
企鹅团团 加厚一次性杯子家用塑料杯航空餐饮饮水杯泡茶杯子100只装/袋,100只/袋,6949398200255,6.5,1,3.7,,,,,无匹配,C,12.9,9.2,普通商品(中毛利),7.9
溜溜梅 原味青梅60g/袋 0甜味剂0防腐剂含多种天然有机酸果干蜜饯休闲零食,60g*1袋,6952480069081,4.5,1,3.7,溜溜梅原味青梅60g／袋0甜味剂0防腐剂含多种天然有机酸果干蜜饯休闲零食,60g/袋,5.68,6.0,条码匹配,C,6.2,5.9,普通商品(低毛利),4.9
溜溜梅 杨梅50g/袋 含维生素E不添加人工色素梅子蜜饯果干休闲零食,50g*1袋,6952480080536,4.4,1,3.7,溜溜梅杨梅50g／袋含维生素E不添加人工色素梅子蜜饯果干休闲零食,50g/袋,5.5,5.5,条码匹配,C,5.5,5.5,普通商品(低毛利),4.9
林园渝发244脸盆φ38.5*15cm,粉色*1个,3009375974012,5.9,1,3.7,,,,,无匹配,C,12.9,9.2,普通商品(中毛利),7.9
红卫 羊脂皂清洁香皂 120g沐浴嫩肤泡沫细腻丰富洗脸洗澡洗手皂肥皂/盒,红卫羊脂皂一块,6939613270286,7.7,1,4.0,红卫羊脂皂清洁香皂120g沐浴嫩肤泡沫细腻丰富洗脸洗澡洗手皂肥皂／盒,120g*1,10.5,12.8,条码匹配,C,12.9,10.5,普通商品(中毛利),7.9
不锈钢【百合碗】双层隔热碗防烫碗防摔铂金碗家用汤碗泡面碗/个,,6923274900309,4.8,1,3.7,【双层防烫】不锈钢碗双层隔热碗防烫碗防摔家用汤碗面碗学生饭碗沙拉碗／个,约12cm*1个,6.5,6.9,模糊匹配,C,6.9,6.5,普通商品(中毛利),4.2
立白 新椰油精华洗衣皂 238g*2块/盒,238g*2块,6920174749700,8.4,1,7.2,,,,,无匹配,C,25.2,18.2,普通商品(中毛利),15.2
立白 维E青柠洗洁精1kg/瓶 不伤手果蔬放心洗大容量洗洁精轻松除菌去油家用洗涤灵,1kg*1瓶,6920174745436,10.2,1,8.9,立白维E青柠洗洁精1kg／瓶不伤手果蔬放心洗大容量洗洁精轻松除菌去油家用洗涤灵,1kg*1瓶,11.5,16.9,条码匹配,C,16.9,11.5,普通商品(中毛利),10.2
立白 花植柔护洗衣液450g/袋 深层洁净持久留香护衣护色低泡易漂家用去渍,1袋,6920174781526,8.3,1,3.9,立白大师香氛洗衣液持久留香家用薰衣草味洗衣液500g/袋,,9.5,9.9,模糊匹配,C,9.9,9.5,普通商品(中毛利),5.9
力士植萃净澈香皂蜜桃香95克正品保证,95g*1盒,6902088965360,10.2,1,9.6,,,,,无匹配,C,33.9,24.2,普通商品(中毛利),20.5
李锦记 黑椒汁调味酱 230g/袋辛香浓郁黑椒味醇厚拌饭下饭酱,230g*1袋,6918678830024,8.3,1,6.8,,,,,无匹配,C,23.9,17.2,普通商品(中毛利),14.5
冷酸灵超感护龈牙刷适齿型软毛成人缤纷果冻色正品3支装LAN-1103-3,3支*16卡,6902132082456,5.4,1,3.7,,,,,无匹配,C,12.9,9.2,普通商品(中毛利),7.9
乐事 辛辣味大波浪薯片70g/袋 休闲膨化食品小吃追剧聚餐聚会出游携带,70g*1袋,6924743919808,5.1,1,4.3,乐事辛辣味大波浪薯片70g／袋休闲膨化食品小吃追剧聚餐聚会出游携带,70g/袋,7.65,8.5,条码匹配,C,8.5,7.9,普通商品(中毛利),5.2
老人头鸿运女袜（红色）20g,1双*1份,6973454785301,5.4,1,3.7,,,,,无匹配,C,12.9,9.2,普通商品(中毛利),7.9
老街口蒜香味花生250g 1袋/份,250克,6930755609378,7.7,1,6.0,老街口蒜香味炒花生250g/袋,,12.5,12.5,条码匹配,C,12.5,12.5,普通商品(中毛利),7.5
老管家 洗衣机槽泡腾清洁块15g*12块/盒 波轮滚筒洗衣机内胆清洁剂除菌除异味多效合一,1盒,6957411104091,11.4,1,8.7,老管家洗衣机槽泡腾清洁块15gx12块／盒波轮滚筒洗衣机内胆清洁剂除菌除异味多效合一,15gx12块*1盒,6.5,12.8,模糊匹配,C,12.9,6.5,普通商品(低毛利),10.9
老北琼蛋糕香蕉牛奶味手工儿童水果鸡蛋糕新鲜零食网红面包早餐充饥袋装168g,168g*1袋,6944876400899,6.2,1,4.9,,,,,无匹配,C,17.2,12.2,固定毛利20%,6.2
悬臂懒人支架 11寸手机平板通用金属双孔位底座桌面宿舍床头躺着追剧直播支撑架手机支架/个,,3001669266414,27.6,1,20.9,手机支架,,,38.29,模糊匹配,C,38.2,38.2,普通商品(低毛利),26.2
澜卫仕马桶自动清洁剂10粒装马桶厕所清洁剂块强力去污清洁剂去味除臭,,6977966270027,8.9,1,3.6,,,,,无匹配,C,12.5,9.2,普通商品(中毛利),7.5
蓝月亮 洗衣液1kg/瓶 自然清香深层洁净洗衣液护衣护色低泡易漂去污温和配方,1kg*1桶,6902022135255,14.3,1,12.8,蓝月亮洗衣液1kg／瓶自然清香深层洁净洗衣液护衣护色低泡易漂去污温和配方,1kg*1瓶,18.2,23.8,条码匹配,C,23.9,18.2,普通商品(中毛利),14.5
蓝月亮 护理洗衣液500g/袋 自然清香深层洁净去污去渍无残留洗衣液补充液袋装,500g*1袋,6902022135231,7.2,1,6.1,蓝月亮深层洁净自然清香袋装洗衣液原液补充500g/袋,,7.8,11.8,条码匹配,C,11.9,7.9,普通商品(中毛利),7.2
蓝月亮 芦荟抑菌洗手液300g 滋润保湿清香温和不刺激泡沫丰富实惠装/瓶,1瓶,6902022130342,8.2,1,6.9,蓝月亮芦荟抑菌洗手液300g滋润保湿清香温和不刺激泡沫丰富实惠装／瓶,300g*1瓶,9.8,12.8,条码匹配,C,12.9,9.9,普通商品(中毛利),7.9
【4粒装】双鹿 7号电池碳性蓝骑士高性能适用电视遥控器儿童玩具剃须刀钟表干电池4粒/份,4粒装,6911334434017,2.9,1,2.0,【4粒装】双鹿7号电池碳性蓝骑士高性能空调遥控器儿童玩具鼠标钟表干电池4粒／份,4粒*1份,4.5,4.8,条码匹配,C,4.9,4.5,普通商品(中毛利),2.9
岚波多晶体黄冰糖 老冰糖多晶体大块甘蔗土冰糖块甜品380g,380g*1袋,6932369600352,5.4,1,5.1,,,,,无匹配,C,17.9,12.9,普通商品(中毛利),10.9
口味王 气吞山河非食品宾郎50g/袋 嚼感扎实劲头在线大包畅享装槟榔,50g,6931273213115,50.0,1,45.0,,,,,无匹配,C,157.5,112.5,普通商品(中毛利),94.5
【可折叠旅行拖鞋】凉拖鞋女便携式旅游防滑耐磨游泳拖鞋男出差酒店一次性拖鞋可洗澡/双,黑色M码,3005472741618,7.5,1,4.6,【可折叠旅行拖鞋】凉拖鞋女便携式旅游防滑耐磨游泳拖鞋男出差酒店一次性拖鞋可洗澡／双,白色S码【适合35-37码】*1双,9.8,12.5,模糊匹配,C,12.5,9.9,普通商品(中毛利),7.5
【可折叠旅行拖鞋】凉拖鞋女便携式旅游防滑耐磨游泳拖鞋男出差酒店一次性拖鞋可洗澡/双,黑色L码,3007784422773,7.5,1,4.6,【可折叠旅行拖鞋】凉拖鞋女便携式旅游防滑耐磨游泳拖鞋男出差酒店一次性拖鞋可洗澡／双,白色S码【适合35-37码】*1双,9.8,12.5,模糊匹配,C,12.5,9.9,普通商品(中毛利),7.5
【可折叠旅行拖鞋】凉拖鞋女便携式旅游防滑耐磨游泳拖鞋男出差酒店一次性拖鞋可洗澡/双,白色S码,3007971474219,7.5,1,4.6,【可折叠旅行拖鞋】凉拖鞋女便携式旅游防滑耐磨游泳拖鞋男出差酒店一次性拖鞋可洗澡／双,白色S码【适合35-37码】*1双,9.8,12.5,模糊匹配,C,12.5,9.9,普通商品(中毛利),7.5
威猛先生 厨房重油污净500g/瓶 横扫厨房油垢抽油烟机清洁剂清洗灶台去污除油剂,0,6901586106169,14.1,1,11.1,威猛先生厨房重油污净500g／瓶横扫厨房油垢抽油烟机清洁剂清洗灶台去污除油剂,500g*1瓶,16.5,23.5,模糊匹配,C,23.5,16.5,普通商品(中毛利),14.2
【可折叠旅行拖鞋】凉拖鞋女便携式旅游防滑耐磨游泳拖鞋男出差酒店一次性拖鞋可洗澡/双,白色L码,3003903993544,7.5,1,4.6,【可折叠旅行拖鞋】凉拖鞋女便携式旅游防滑耐磨游泳拖鞋男出差酒店一次性拖鞋可洗澡／双,白色S码【适合35-37码】*1双,9.8,12.5,模糊匹配,C,12.5,9.9,普通商品(中毛利),7.5
包胶美工刀 多功能拆快递开箱刀纸箱裁纸刀壁纸刀快递刀裁纸工具/把,一把,3009888396547,2.1,1,0.8,包胶美工刀多功能拆快递开箱刀纸箱裁纸刀壁纸刀快递刀裁纸工具／把,美工刀*1把,3.28,3.5,模糊匹配,C,3.5,3.2,普通商品(中毛利),2.2
猫小怪 一次性咖啡吸管咖啡搅拌棒独立包装奶茶吸管三孔细吸管15cm高／支,1支,3009766157468,0.1,1,0.1,【独立包装】一次性吸管0.6x19cm黑色咖啡奶茶吸管商用塑料吸管果汁细吸管／支,吸管*1支(50个起购更优惠),5.5,0.11,模糊匹配,C,0.2,,普通商品(中毛利),0.2
运动风内裤女中腰高弹无缝少女提臀性感欧美风三角女士内裤/条（白色均码80-130）,1件,3009754488314,5.7,1,2.9,,,,,无匹配,C,10.2,7.2,普通商品(中毛利),6.2
【随心剪裁】粘贴式马桶贴马桶垫 可水卡通坐垫四季家用马桶坐便套垫/对(颜色随机),一对,3009717509919,1.7,1,1.1,,,,,无匹配,C,3.9,2.9,普通商品(中毛利),2.5
夏季薄款女包芯丝黑色丝袜全透明无痕连裤袜JK黑丝连裤袜／条,黑色-夏季薄款均码适合80-160斤,3009661310210,5.3,1,1.9,,,,,无匹配,C,6.9,4.9,普通商品(中毛利),4.2
【紫色连衣裙】蕾丝开衫包臀鱼尾裙吊带连衣裙两件套装御姐风情万种的裙子/条,紫色套装M,3009510215840,53.4,1,35.7,【紫色连衣裙】蕾丝开衫包臀鱼尾裙吊带连衣裙两件套装御姐风情万种的裙子／条,连衣裙S,48.9,69.0,模糊匹配,C,69.2,48.9,普通商品(中毛利),41.5
【无痕透气】芒果硅胶胸贴薄款文胸隐形内衣胸贴女婚纱聚拢小胸大胸内衣 1/件,肤色透气款C罩杯*1对,3009338799614,4.9,1,1.7,,,,,无匹配,C,5.9,4.2,普通商品(中毛利),3.5
JK长筒袜子女 ins潮夏季薄款黑白色小腿袜春秋高通半截过膝瘦腿袜／双,【小腿袜】-纯白色,3009016145214,2.0,1,0.9,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(高毛利),2.5
厚款聚拢胸贴上托小胸不掉显大漫画胸隐形无肩带婚纱礼服可用一次性文胸内衣 【两色可选】/套,黑色C罩杯,3008950290752,19.5,1,6.8,厚款聚拢胸贴上托小胸不掉显大漫画胸隐形无肩带婚纱礼服可用一次性文胸内衣【两色可选】／套,肤色A罩杯,24.8,39.9,模糊匹配,C,39.9,24.9,普通商品(高毛利),19.5
【简约拖鞋】拖鞋女夏季室外拖鞋软底舒适凉拖鞋居家室内拖鞋浴室洗澡情侣拖鞋男/双,粉色40-41码*1双【建议39-40】,3008790603019,7.2,1,3.2,【简约拖鞋】拖鞋女夏季室外拖鞋软底舒适凉拖鞋居家室内拖鞋浴室洗澡情侣拖鞋男／双,粉色40-41码*1双【建议39-40】,10.8,12.0,模糊匹配,C,12.2,10.9,普通商品(中毛利),7.5
防走光贴肩带裙子领口神器防漏贴衣服贴低胸遮胸领口贴隐形贴防滑36枚,36片*1袋,3008287137713,2.0,1,0.7,,,,,无匹配,C,2.5,1.9,普通商品(中毛利),1.5
JK长筒袜子女 ins潮夏季薄款黑白色小腿袜春秋高通半截过膝瘦腿袜／双,【中筒袜】-纯黑色,3008284847486,2.0,1,0.7,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(高毛利),2.2
【冰丝无痕打底裤】冰丝安全裤内裤波纹白色打底防走光安全裤女夏天薄款保险短裤大码可外穿/条,白色【波浪款】L码 85-115斤,3008034061698,7.2,1,2.9,冰丝无痕打底裤冰丝安全裤内裤波纹白色打底防走光安全裤女夏天薄款保险短裤大码可外穿／条,黑色,7.41,7.8,模糊匹配,C,7.9,7.5,普通商品(中毛利),4.9
可比克 香辣味薯片 55g/袋 土豆片膨化食品休闲小吃聚会零食,55克,6911988006462,3.3,1,2.5,,,,,无匹配,C,8.9,6.2,普通商品(中毛利),5.5
硅胶垫肩 美肩垫直角肩海绵假肩垫隐形防溜肩窄肩贴可重复使用男女通用/对（新老包装随机）,硅胶肤色1对-礼盒装,3007829148552,9.0,1,3.68,硅胶垫肩美肩垫直角肩海绵假肩垫隐形防溜肩窄肩贴可重复使用男女通用／对（新老包装随机）,透明款*1对,13.5,15.0,模糊匹配,C,15.2,13.5,普通商品(中毛利),9.2
拖鞋居家防滑夏情侣室内浴室拖鞋不臭踩屎感家用厚底凉拖女/双,灰色40-41码*1双(建议拍大一码),3007763528632,8.3,1,3.0,拖鞋,,,16.11,模糊匹配,C,16.2,16.2,普通商品(高毛利),8.5
【海绵脚掌垫】半码垫前掌垫加厚透气脚掌垫高跟鞋垫女隐形半垫护脚垫凉鞋海绵鞋垫防磨脚/双,米色*1双,3007648899611,1.8,1,0.6,【海绵脚掌垫】半码垫前掌垫加厚透气脚掌垫高跟鞋垫女隐形半垫护脚垫凉鞋海绵鞋垫防磨脚／双,米色*1双,4.28,4.5,模糊匹配,C,4.5,4.2,普通商品(高毛利),1.9
【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋/双,鞋码42-43建议41-42脚黑色-竖纹,3007470843516,6.0,1,3.4,【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋／双,白色36-37码*1双【适合33-34】,1.88,9.9,模糊匹配,C,9.9,1.9,普通商品(中毛利),5.9
可比克 原滋味薯片45g,45g*1罐,6911988006554,3.2,1,2.7,桂福记原味瓜蜜薯脆片42g/袋,,,3.06,模糊匹配,C,3.2,3.2,普通商品(低毛利),3.5
【纯色棒球帽】无印良品同款鸭舌帽日系硬顶男女大头围加深显脸小棒球帽光板春夏帽潮遮阳帽/顶,白色*1个,3007219124845,10.8,1,6.0,【纯色棒球帽】无印良品同款鸭舌帽日系硬顶男女大头围加深显脸小棒球帽光板春夏帽潮遮阳帽／顶,黑色*1个,12.8,18.0,模糊匹配,C,18.2,12.9,普通商品(中毛利),10.9
珍珠发夹发饰少女碎发夹侧边编发点缀头饰发卡仙气小珍珠发扣刘海小夹子/个,1个装,3006846874314,1.8,1,0.6,无痕一字夹糖果色碎发夹女前额刘海侧边夹子头饰后脑勺鸭嘴夹发卡刘海夹／个,粉色*1个,1.5,1.8,模糊匹配,C,1.9,1.5,普通商品(中毛利),1.2
【规格可选】36个大号平纹波浪一字发夹 少女刘海碎发边夹 黑色小夹子 36个/卡,大号波纹长款（36个）,3006764548489,1.8,1,0.6,,,,,无匹配,C,2.2,1.5,普通商品(中毛利),1.5
JK长筒袜子女 ins潮夏季薄款黑白色小腿袜春秋高通半截过膝瘦腿袜／双,【小腿袜】-纯黑色,3006260419610,2.0,1,0.9,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(高毛利),2.5
白色西装短裤女夏季辣妹女团a字下一休闲裤打底外穿高腰热裤/条,白色L,3006036764494,34.0,1,11.9,白色西装短裤女夏季辣妹女团a字下一休闲裤打底外穿高腰热裤／条,S码（80斤-95斤）,36.9,58.0,模糊匹配,C,58.2,36.9,普通商品(高毛利),34.2
白色长袖t恤女韩版ins百搭宽松大码慵懒风春秋夏季圆领打底衫内搭/件,【常规长袖】白色2XL,3005931134111,18.0,1,7.7,白色长袖t恤女韩版ins百搭宽松大码慵懒风春秋夏季圆领打底衫内搭／件,白色M码,23.5,29.9,模糊匹配,C,29.9,23.5,普通商品(中毛利),17.9
【丰胯假屁股】打底裤丰胯塑形安全裤短裤平角裤女中腰增胯垫凹陷加垫收腹塑身假胯内裤/条,肤色.M((【75-105斤】)),3005785623113,22.8,1,10.3,【丰胯假屁股】打底裤丰胯塑形安全裤短裤平角裤女中腰增胯垫凹陷加垫收腹塑身假胯内裤／条,黑色M码*1条【80-115斤】,18.5,38.0,模糊匹配,C,38.2,18.5,普通商品(中毛利),22.9
ins日系花边JK女袜 女中筒袜春秋款木耳边百搭堆堆袜女袜女士袜子纯色袜子/双,奶白均码  花边堆堆袜,3005509537214,2.9,1,1.0,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(高毛利),2.9
日系薄款少女内裤女士中腰蕾丝边无痕简约甜美透气冰丝内裤三角裤 /1条,黑色M,3005474930768,5.9,1,2.1,日系薄款少女内裤女士中腰蕾丝边无痕简约甜美透气冰丝内裤三角裤／1条,黑色M,5.6,9.8,模糊匹配,C,9.9,5.5,普通商品(中毛利),5.9
白色长袖t恤女韩版ins百搭宽松大码慵懒风春秋夏季圆领打底衫内搭/件,【常规长袖】白色L,3005090685714,18.0,1,7.7,白色长袖t恤女韩版ins百搭宽松大码慵懒风春秋夏季圆领打底衫内搭／件,白色M码,23.5,29.9,模糊匹配,C,29.9,23.5,普通商品(中毛利),17.9
新款扎染裤子男士直筒裤宽松百搭阔腿裤美式重磅卫裤痞帅休闲裤长裤子 黑色/件,黑色XL,3005046007010,29.4,1,18.5,新款扎染裤子男士直筒裤宽松百搭阔腿裤美式重磅卫裤痞帅休闲裤长裤子黑色／件,黑色M,47.9,49.0,模糊匹配,C,49.2,47.9,普通商品(中毛利),29.5
红色欢庆发夹中国风星星夹子酒红色发卡五角星bb夹氛围感边夹发饰头饰 暗红色 /1个,红色星星发夹*1个,3004952684452,0.6,1,0.2,,,,,无匹配,C,0.9,0.5,普通商品(中毛利),0.5
【颜色可选】jk安全裤女南瓜裤打底裤防走光夏季薄款学生保险短裤可外穿新款花边短裤1条装,白色均码,3004451455317,11.1,1,5.9,【颜色可选】jk安全裤女南瓜裤打底裤防走光夏季薄款学生保险短裤可外穿新款花边短裤1条装,白色M码（80-105斤）,18.5,18.5,模糊匹配,C,18.5,18.5,普通商品(中毛利),11.2
ins日系花边JK女袜 女中筒袜春秋款木耳边百搭堆堆袜女袜女士袜子纯色袜子/双,黑色均码  花边堆堆袜,3004277816576,2.9,1,1.0,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(高毛利),2.9
【boost 踩屎感鞋垫】软底PU运动鞋垫跑步鞋垫男减震鞋垫女篮球军训鞋垫/双,35-36,3003724156692,4.0,1,1.4,【boost踩屎感鞋垫】软底PU运动鞋垫跑步鞋垫男减震鞋垫女篮球军训鞋垫／双,35-36码,7.5,7.8,模糊匹配,C,7.9,7.5,普通商品(高毛利),4.2
奶油波点内裤 法式复古冰丝少女内裤性感蕾丝抗菌裆无痕甜美学生女士三角裤/条,B28(冰丝) 白色L码【建议100—120斤】,3003626254038,5.9,1,2.6,奶油波点内裤法式复古冰丝少女内裤性感蕾丝抗菌裆无痕甜美学生女士三角裤／条,白色M*1条【建议80—100斤】,6.5,9.8,模糊匹配,C,9.9,6.5,普通商品(中毛利),5.9
【港风镂空美背】港风辣妹后背镂空美背吊带背心女设计感带胸垫打底外穿短款上衣/件,黑色均码【建议体重75-130斤】,3003601727144,10.1,1,5.6,【港风镂空美背】港风辣妹后背镂空美背吊带背心女设计感带胸垫打底外穿短款上衣／件,黑色均码【建议体重75-130斤】,13.5,16.8,模糊匹配,C,16.9,13.5,普通商品(中毛利),10.2
无肩带隐形内衣 无肩带抹胸背心女小胸聚拢夏薄款抹胸式无钢圈裹胸露背文胸罩/件,肤色（带隐形扣）均码,3003205428218,10.8,1,4.6,无肩带隐形内衣无肩带抹胸背心女小胸聚拢夏薄款抹胸式无钢圈裹胸露背文胸罩／件,黑色*1件均码【80-130斤】,11.8,18.0,模糊匹配,C,18.2,11.9,普通商品(中毛利),10.9
思念汤圆12g 黑芝麻经典水磨汤圆元宵甜汤圆早餐汤圆速半成品455g,455g,3003025864517,7.5,1,4.4,,,,,无匹配,C,15.5,11.2,普通商品(中毛利),9.2
【速干冰丝】女士内裤速干冰丝蕾丝内裤女性感新款纯棉裆女士透气少女纯欲薄款短裤/条,白色L,3002771743541,6.3,1,2.2,【速干冰丝】女士内裤速干冰丝蕾丝内裤女性感新款纯棉裆女士透气少女纯欲薄款短裤／条,黑色M*1条【适合80-100斤】,9.8,12.0,模糊匹配,C,12.2,9.9,普通商品(高毛利),6.2
【花花公子 正装皮带】男士商务正装皮带时尚皮带男士皮带自动扣耐磨腰带男商务休闲裤带男/条,黑色*1条,3002673518452,8.9,1,4.7,【男士皮带】时尚鳄鱼头皮带新款自动扣休闲商务裤带腰带皮带／条,黑色*1条,6.5,9.8,模糊匹配,C,9.9,6.5,普通商品(中毛利),5.9
白色蕾丝洛丽塔大腿袜袜子女长筒袜jk长筒花边日系丝袜半腿lolita1双,白色均码,3002280619719,6.3,1,2.2,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(高毛利),6.2
【编织帆布皮带】 免打孔男女腰带无孔方扣皮带韩版潮流时尚个性编织单圈裤腰带三色可选/条,黑色宽2.5cm长105cm,3001785762418,10.2,1,4.2,【编织帆布皮带】免打孔男女腰带无孔方扣皮带韩版潮流时尚个性编织单圈裤腰带三色可选／条,黑色【110cm】*1条,12.8,16.9,模糊匹配,C,16.9,12.9,普通商品(中毛利),10.2
猫抓板猫窝瓦楞猫窝一体耐磨磨爪神器猫咪抓盆猫爪板猫抓盆抓不烂颜色随机,椭圆50CM,3001734088545,7.8,1,3.8,猫抓板猫抓盆猫窝一体磨爪器瓦楞纸猫抓垫猫咪玩具圆形猫抓板磨爪睡觉玩耍／个,小号约30cm*1个,6.9,9.9,模糊匹配,C,9.9,6.9,普通商品(中毛利),5.9
眼镜螺丝刀 三合一多功能小型螺丝刀手表维修螺丝刀小型眼镜螺丝刀一字十字螺丝刀/把,银白色三用螺丝刀,3001720427976,0.9,1,0.3,眼镜螺丝刀三合一多功能小型螺丝刀手表维修螺丝刀小型眼镜螺丝刀一字十字螺丝刀／把,三合一螺丝刀*1把,1.98,3.0,模糊匹配,C,3.2,1.9,普通商品(高毛利),0.9
品牌随机 莫代尔三分裤打底裤 冰丝无痕防走光安全裤女夏／条（冰丝平口）,黑色【莫代尔】L码 85-115斤,3001695977414,7.7,1,3.6,,,,,无匹配,C,12.5,9.2,普通商品(中毛利),7.5
【马蹄扣皮带】细皮带女简约复古裤金扣腰带女时尚网红通勤风针扣皮带百搭女牛仔西装裙裤带/条,棕色【110cm】*1,3001669099319,7.8,1,3.4,【马蹄扣皮带】细皮带女简约复古裤金扣腰带女时尚网红通勤风针扣皮带百搭女牛仔西装裙裤带／条,棕色【110cm】*1,11.8,13.0,模糊匹配,C,13.2,11.9,普通商品(中毛利),7.9
性感蕾丝小胸聚拢内衣女性胸罩无钢圈收副乳防下垂纯欲风文胸套装 黑色/套,S【32/70AB】,3001505487416,27.0,1,14.0,性感蕾丝小胸聚拢内衣女性胸罩无钢圈收副乳防下垂纯欲风文胸套装黑色／套,S【32/70AB】,32.6,45.0,模糊匹配,C,45.2,32.9,普通商品(中毛利),27.2
下水软管 80cm面盆下水器拖把池下水管塑料伸缩管洗手盆灰色排水软管可伸缩加长管/根,1根装-加厚灰管,3001471309323,2.9,1,1.0,下水软管80cm面盆下水器拖把池下水管塑料伸缩管洗手盆灰色排水软管可伸缩加长管／根,下水管*1根,7.5,7.8,模糊匹配,C,7.9,7.5,普通商品(高毛利),2.9
拖鞋居家防滑夏情侣室内浴室拖鞋不臭踩屎感家用厚底凉拖女/双,灰色42-43码*1双(建议拍大一码),3001362894464,8.3,1,3.0,拖鞋,,,16.11,模糊匹配,C,16.2,16.2,普通商品(高毛利),8.5
1.5m黑色不锈钢淋浴花洒软管 4分通用接口家用花洒淋浴配件热水器沐浴浴室花洒软管/根,1.5m黑色塑帽 加密管,3001242397863,7.7,1,4.6,1.5m黑色不锈钢淋浴花洒软管4分通用接口家用花洒淋浴配件热水器沐浴浴室花洒软管／根,1.5m*1根,12.8,12.8,模糊匹配,C,12.9,12.9,普通商品(中毛利),7.9
【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋/双,鞋码38-39建议37-38脚白色-竖纹,3001210422436,6.0,1,3.4,【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋／双,白色36-37码*1双【适合33-34】,1.88,9.9,模糊匹配,C,9.9,1.9,普通商品(中毛利),5.9
【草莓冰丝内裤】春夏冰丝无痕内裤女女士内裤日系少女学生可爱性感薄款透气三角裤粉色草莓/条,粉色XL码115-135斤,3001035784863,7.2,1,2.7,日系中腰冰丝无痕内裤少女学生夏季薄款棉裆蝴蝶结超薄提臀三角裤／条,黑色M码(70-100斤）,8.0,8.0,模糊匹配,C,8.2,8.2,普通商品(中毛利),4.9
【男士中筒袜】男士中筒袜运动商务袜子休闲百搭透气短筒简约袜子纯色/双,白色/双,3000809952446,2.0,1,0.7,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(高毛利),2.2
黑色搓澡皮子家用圆饼搓澡巾 男女士专用搓灰搓泥搓背洗澡神器/个(新老款随机),1个装,3000796410257,4.8,1,1.9,,,,,无匹配,C,6.9,4.9,普通商品(中毛利),4.2
康师傅3+2苏打夹心饼干奶油儿童代餐办公室休闲零食营养早餐饼干（活力香葱味）125g,125g*1袋,6919892641106,5.1,1,4.2,康师傅3+2苏打夹心饼干柠檬味125g/袋,,,6.66,模糊匹配,C,6.9,6.9,普通商品(低毛利),5.2
猫抓板猫窝瓦楞猫窝一体耐磨磨爪神器猫咪抓盆猫爪板猫抓盆抓不烂颜色随机,椭圆63CM,3000708009319,11.9,1,4.3,猫抓板猫抓盆猫窝一体磨爪器瓦楞纸猫抓垫猫咪玩具圆形猫抓板磨爪睡觉玩耍／个,小号约30cm*1个,6.9,9.9,模糊匹配,C,9.9,6.9,普通商品(中毛利),5.9
凯达 茉莉花香型清空气清新剂320ml/瓶,320ml*1瓶,6901064060013,10.1,1,8.1,【驰天鞋袜除臭喷雾】喷雾除味剂脚臭球鞋除臭剂空气清新剂260ml／瓶,260ml*1瓶,10.8,12.8,模糊匹配,C,12.9,10.9,普通商品(低毛利),10.2
【无痕透气】芒果硅胶胸贴薄款文胸隐形内衣胸贴女婚纱聚拢小胸大胸内衣 1/件,黑色透气款B罩杯*1对,3000414256410,4.9,1,1.7,,,,,无匹配,C,5.9,4.2,普通商品(中毛利),3.5
拖鞋居家防滑夏情侣室内浴室拖鞋不臭踩屎感家用厚底凉拖女/双,白色36-37码*1双(建议拍大一码),3000287005641,8.3,1,3.0,拖鞋,,,16.11,模糊匹配,C,16.2,16.2,普通商品(高毛利),8.5
